,日期,时间,河名,站号,站名,水位,水势,比昨日</br>+涨-落,流量,设防</br>水位,警戒</br>水位,最高</br>水位
10994,2020-07-09,04:00,长江,60112900,黄石,24.67,6,0.36,,22.80,24.50,26.39
10995,2020-07-09,04:00,汉江,61804600,仙桃,30.49,6,0.08,2390,34.10,35.10,36.24
10996,2020-07-09,04:00,长江,60113205,码头镇,22.30,5,0.47,,20.50,21.50,24.04
10997,2020-07-09,04:00,汉江,61804710,汉川,29.12,6,0.20,,28.00,29.00,32.09
10998,2020-07-09,04:00,长江,60113400,九江,21.41,6,0.50,66900,19.50,20.00,23.03
10999,2020-07-09,04:00,汉江,61802700,丹江口水库,159.86,6,-0.03,1950(出),--,--,--
11000,2020-07-09,04:00,长江,60106980,三峡水库,149.44,5,0.52,27700(出),--,--,--
11001,2020-07-09,04:00,清江,61002791,水布垭,394.58,4,-0.10,1320(入)<br>2000(出),--,--,--
11002,2020-07-09,04:00,洞庭湖,61512000,城陵矶,33.73,5,0.27,22700,--,32.50,35.94
11003,2020-07-09,04:00,清江,61003101,隔河岩,193.33,4,-0.45,2340(入)<br>2790(出),--,--,--
11004,2020-07-09,04:00,鄱阳湖,62601600,湖口,20.97,5,0.58,1880,--,19.50,22.59
11005,2020-07-09,04:00,沮漳河,60908000,河溶,43.22,4,-0.25,290,47.50,48.50,50.49
11006,2020-07-09,04:00,湘江,61102000,湘潭,34.35,,0.36,,--,38.00,41.95
11007,2020-07-09,04:00,东荆河,62213000,潜江,33.07,6,-0.04,51.6,38.40,39.70,42.09
11008,2020-07-09,04:00,资水,61202100,桃江,36.12,5,1.17,2650,--,39.20,44.44
11009,2020-07-09,04:00,汉北河,62206900,天门,29.63,4,-0.09,315,28.30,29.30,31.35
11010,2020-07-09,04:00,沅水,61302800,桃源,42.40,5,4.30,13300,--,42.50,47.37
11011,2020-07-09,04:00,大富水,62209400,应城,28.79,4,-0.46,,27.50,29.00,33.01
11012,2020-07-09,04:00,澧水,61400900,石门,57.16,6,1.31,6930,--,58.50,62.66
11013,2020-07-09,04:00,环水,62205600,花园,32.35,6,-0.03,30.9,--,37.50,39.95
11014,2020-07-09,04:00,松滋河,61500300,新江口,43.31,4,-0.14,3440,43.00,44.00,46.18
11015,2020-07-09,04:00,环水,62205800,孝感,27.97,5,0.16,,26.50,27.50,32.28
11016,2020-07-09,04:00,松滋河,61501200,沙道观,43.12,4,-0.09,1210,43.00,44.00,45.51
11017,2020-07-09,04:00,府河,62201400,隔蒲潭,27.77,6,0.06,255,29.50,30.50,33.57
11018,2020-07-09,04:00,藕池河,61502200,管家铺,37.75,6,0.17,2190,37.50,38.50,40.28
11019,2020-07-09,04:00,府澴河,62201800,卧龙潭,27.55,6,0.17,,26.50,27.00,31.19
11020,2020-07-09,04:00,藕池河,61501800,康家岗,37.80,5,0.18,101,37.50,38.50,40.44
11021,2020-07-09,04:00,富水,61607000,阳新,23.50,5,0.68,,20.00,21.50,23.69
11022,2020-07-09,04:00,虎渡河,61501500,弥陀寺,41.39,6,0.02,559,42.00,43.00,44.90
11023,2020-07-09,04:00,滠水,61609400,黄陂,27.44,6,0.31,,25.00,26.00,29.31
11024,2020-07-09,04:00,长湖,61014500,长湖,33.44,6,0.10,,31.50,32.50,33.46
11025,2020-07-09,04:00,倒水,61610600,李家集,27.18,5,0.35,,26.30,28.00,30.76
11026,2020-07-09,04:00,洪湖,61018000,挖沟咀,26.49,6,0.22,,25.80,26.20,27.46
11027,2020-07-09,04:00,举水,61612400,柳子港,27.19,6,0.54,805,28.00,29.00,33.58
11028,2020-07-09,04:00,刁汊湖,62210820,余家咀,26.74,4,0.02,,25.00,25.70,--
11029,2020-07-09,04:00,巴水,61615600,马家潭,22.81,6,-2.22,889,--,--,--
11030,2020-07-09,04:00,斧头湖,61714000,三洲,23.94,5,0.38,,21.50,22.80,24.59
11031,2020-07-09,04:00,蕲水,61619600,西河驿,24.73,4,-0.56,1250,--,--,--
11032,2020-07-09,05:00,长江,60105400,寸滩,168.41,4,-0.79,18700,--,--,--
11033,2020-07-09,05:00,梁子湖,61602600,梁子镇,20.80,5,0.27,,19.00,20.50,21.49
11034,2020-07-09,05:00,长江,60803000,武隆,185.87,5,-4.31,7950,--,--,--
11035,2020-07-09,05:00,汉江,61801300,安康,237.20,6,0.02,1110,--,--,259.26
11036,2020-07-09,05:00,长江,60107300,宜昌,48.54,4,-0.89,29900,52.00,53.00,55.92
11037,2020-07-09,05:00,汉江,61801700,白河,174.08,4,0.31,1540,--,187.00,196.63
11038,2020-07-09,05:00,长江,60107400,枝城,45.32,4,-0.48,31600,48.00,49.00,50.75
11039,2020-07-09,05:00,汉江,61802800,黄家港,89.59,6,-0.04,1530,--,--,96.45
11040,2020-07-09,05:00,长江,60108300,沙市,41.39,4,0.02,30500,42.00,43.00,45.22
11041,2020-07-09,05:00,汉江,61803400,襄阳,64.79,5,-0.03,,65.50,67.00,71.71
11042,2020-07-09,05:00,长江,60110500,监利,36.15,6,0.26,27200,34.50,35.50,38.31
11043,2020-07-09,05:00,汉江,61803500,宜城,52.15,4,0.35,,56.50,57.50,61.45
11044,2020-07-09,05:00,长江,60111200,莲花塘,33.64,5,0.30,,--,32.50,35.80
11045,2020-07-09,05:00,汉江,61804110,皇庄,42.53,6,-0.01,2010,47.00,48.00,52.30
11046,2020-07-09,05:00,长江,60111300,螺山,32.74,4,0.33,48600,31.00,32.00,34.95
11047,2020-07-09,05:00,汉江,61804210,沙洋,37.98,6,-0.04,,40.80,41.80,44.50
11048,2020-07-09,05:00,长江,60112200,汉口,27.89,5,0.38,54300,25.00,27.30,29.73
11049,2020-07-09,05:00,汉江,61804400,岳口,31.82,5,-0.06,,36.90,37.90,40.62
11050,2020-07-09,05:00,长江,60112900,黄石,24.69,5,0.33,,22.80,24.50,26.39
11051,2020-07-09,05:00,汉江,61804600,仙桃,30.49,6,0.08,2390,34.10,35.10,36.24
11052,2020-07-09,05:00,长江,60113205,码头镇,22.35,5,0.49,,20.50,21.50,24.04
11053,2020-07-09,05:00,汉江,61804710,汉川,29.12,6,0.19,,28.00,29.00,32.09
11054,2020-07-09,05:00,长江,60113400,九江,21.46,5,0.49,67100,19.50,20.00,23.03
11055,2020-07-09,05:00,汉江,61802700,丹江口水库,159.86,6,-0.03,1940(出),--,--,--
11056,2020-07-09,05:00,长江,60106980,三峡水库,149.48,5,0.55,27700(出),--,--,--
11057,2020-07-09,05:00,清江,61002791,水布垭,394.55,4,-0.19,1370(入)<br>2000(出),--,--,--
11058,2020-07-09,05:00,洞庭湖,61512000,城陵矶,33.75,5,0.30,22800,--,32.50,35.94
11059,2020-07-09,05:00,清江,61003101,隔河岩,193.31,4,-0.50,2400(入)<br>2790(出),--,--,--
11060,2020-07-09,05:00,鄱阳湖,62601600,湖口,21.01,5,0.59,1910,--,19.50,22.59
11061,2020-07-09,05:00,沮漳河,60908000,河溶,43.20,4,-0.25,288,47.50,48.50,50.49
11062,2020-07-09,05:00,湘江,61102000,湘潭,34.37,,0.37,,--,38.00,41.95
11063,2020-07-09,05:00,东荆河,62213000,潜江,33.06,4,-0.05,51.4,38.40,39.70,42.09
11064,2020-07-09,05:00,资水,61202100,桃江,36.16,5,1.17,2680,--,39.20,44.44
11065,2020-07-09,05:00,汉北河,62206900,天门,29.62,4,-0.12,315,28.30,29.30,31.35
11066,2020-07-09,05:00,沅水,61302800,桃源,42.57,5,4.42,13500,--,42.50,47.37
11067,2020-07-09,05:00,大富水,62209400,应城,28.78,4,-0.47,,27.50,29.00,33.01
11068,2020-07-09,05:00,澧水,61400900,石门,56.61,4,0.78,6060,--,58.50,62.66
11069,2020-07-09,05:00,环水,62205600,花园,32.35,6,-0.02,30.9,--,37.50,39.95
11070,2020-07-09,05:00,松滋河,61500300,新江口,43.26,4,-0.19,3390,43.00,44.00,46.18
11071,2020-07-09,05:00,环水,62205800,孝感,27.98,5,0.17,,26.50,27.50,32.28
11072,2020-07-09,05:00,松滋河,61501200,沙道观,43.08,4,-0.13,1190,43.00,44.00,45.51
11073,2020-07-09,05:00,府河,62201400,隔蒲潭,27.77,6,0.06,255,29.50,30.50,33.57
11074,2020-07-09,05:00,藕池河,61502200,管家铺,37.76,5,0.17,2190,37.50,38.50,40.28
11075,2020-07-09,05:00,府澴河,62201800,卧龙潭,27.56,5,0.17,,26.50,27.00,31.19
11076,2020-07-09,05:00,藕池河,61501800,康家岗,37.80,6,0.18,101,37.50,38.50,40.44
11077,2020-07-09,05:00,富水,61607000,阳新,23.50,6,0.67,,20.00,21.50,23.69
11078,2020-07-09,05:00,虎渡河,61501500,弥陀寺,41.36,4,-0.02,543,42.00,43.00,44.90
11079,2020-07-09,05:00,滠水,61609400,黄陂,27.45,6,0.32,,25.00,26.00,29.31
11080,2020-07-09,05:00,长湖,61014500,长湖,33.44,5,0.09,,31.50,32.50,33.46
11081,2020-07-09,05:00,倒水,61610600,李家集,27.15,6,0.31,,26.30,28.00,30.76
11082,2020-07-09,05:00,洪湖,61018000,挖沟咀,26.50,5,0.21,,25.80,26.20,27.46
11083,2020-07-09,05:00,举水,61612400,柳子港,27.17,6,0.49,799,28.00,29.00,33.58
11084,2020-07-09,05:00,刁汊湖,62210820,余家咀,26.75,5,0.03,,25.00,25.70,--
11085,2020-07-09,05:00,巴水,61615600,马家潭,22.82,6,-2.28,893,--,--,--
11086,2020-07-09,05:00,斧头湖,61714000,三洲,23.95,5,0.37,,21.50,22.80,24.59
11087,2020-07-09,05:00,蕲水,61619600,西河驿,24.68,4,-1.00,1230,--,--,--
11088,2020-07-09,06:00,长江,60105400,寸滩,168.29,4,-1.01,18400,--,--,--
11089,2020-07-09,06:00,梁子湖,61602600,梁子镇,20.80,6,0.26,,19.00,20.50,21.49
11090,2020-07-09,06:00,长江,60803000,武隆,186.00,5,-3.98,8030,--,--,--
11091,2020-07-09,06:00,汉江,61801300,安康,237.20,6,0.02,1110,--,--,259.26
11092,2020-07-09,06:00,长江,60107300,宜昌,48.53,4,-0.86,29900,52.00,53.00,55.92
11093,2020-07-09,06:00,汉江,61801700,白河,173.99,4,0.21,1480,--,187.00,196.63
11094,2020-07-09,06:00,长江,60107400,枝城,45.25,4,-0.53,31300,48.00,49.00,50.75
11095,2020-07-09,06:00,汉江,61802800,黄家港,89.59,6,-0.03,1530,--,--,96.45
11096,2020-07-09,06:00,长江,60108300,沙市,41.34,4,-0.04,30000,42.00,43.00,45.22
11097,2020-07-09,06:00,汉江,61803400,襄阳,64.80,5,-0.03,,65.50,67.00,71.71
11098,2020-07-09,06:00,长江,60110500,监利,36.16,5,0.25,27400,34.50,35.50,38.31
11099,2020-07-09,06:00,汉江,61803500,宜城,52.09,4,0.29,,56.50,57.50,61.45
11100,2020-07-09,06:00,长江,60111200,莲花塘,33.66,5,0.32,,--,32.50,35.80
11101,2020-07-09,06:00,汉江,61804110,皇庄,42.53,6,-0.01,2010,47.00,48.00,52.30
11102,2020-07-09,06:00,长江,60111300,螺山,32.75,5,0.32,48600,31.00,32.00,34.95
11103,2020-07-09,06:00,汉江,61804210,沙洋,37.98,6,-0.04,,40.80,41.80,44.50
11104,2020-07-09,06:00,长江,60112200,汉口,27.89,6,0.36,54300,25.00,27.30,29.73
11105,2020-07-09,06:00,汉江,61804400,岳口,31.79,4,-0.03,,36.90,37.90,40.62
11106,2020-07-09,06:00,长江,60112900,黄石,24.69,6,0.31,,22.80,24.50,26.39
11107,2020-07-09,06:00,汉江,61804600,仙桃,30.49,6,0.07,2390,34.10,35.10,36.24
11108,2020-07-09,06:00,长江,60113205,码头镇,22.33,4,0.43,,20.50,21.50,24.04
11109,2020-07-09,06:00,汉江,61804710,汉川,29.12,6,0.18,,28.00,29.00,32.09
11110,2020-07-09,06:00,长江,60113400,九江,21.48,5,0.52,67200,19.50,20.00,23.03
11111,2020-07-09,06:00,汉江,61802700,丹江口水库,159.87,5,-0.02,1950(出),--,--,--
11112,2020-07-09,06:00,长江,60106980,三峡水库,149.53,5,0.63,27700(出),--,--,--
11113,2020-07-09,06:00,清江,61002791,水布垭,394.52,4,-0.28,1480(入)<br>2000(出),--,--,--
11114,2020-07-09,06:00,洞庭湖,61512000,城陵矶,33.79,5,0.33,23100,--,32.50,35.94
11115,2020-07-09,06:00,清江,61003101,隔河岩,193.28,4,-0.53,2350(入)<br>2790(出),--,--,--
11116,2020-07-09,06:00,鄱阳湖,62601600,湖口,21.02,5,0.56,1950,--,19.50,22.59
11117,2020-07-09,06:00,沮漳河,60908000,河溶,43.18,4,-0.26,286,47.50,48.50,50.49
11118,2020-07-09,06:00,湘江,61102000,湘潭,34.39,,0.38,,--,38.00,41.95
11119,2020-07-09,06:00,东荆河,62213000,潜江,33.06,6,-0.04,51.4,38.40,39.70,42.09
11120,2020-07-09,06:00,资水,61202100,桃江,36.19,6,1.18,2700,--,39.20,44.44
11121,2020-07-09,06:00,汉北河,62206900,天门,29.60,4,-0.15,314,28.30,29.30,31.35
11122,2020-07-09,06:00,沅水,61302800,桃源,42.70,5,4.51,13700,--,42.50,47.37
11123,2020-07-09,06:00,大富水,62209400,应城,28.77,4,-0.46,,27.50,29.00,33.01
11124,2020-07-09,06:00,澧水,61400900,石门,56.40,6,0.58,5750,--,58.50,62.66
11125,2020-07-09,06:00,环水,62205600,花园,32.35,6,-0.02,30.9,--,37.50,39.95
11126,2020-07-09,06:00,松滋河,61500300,新江口,43.22,4,-0.24,3360,43.00,44.00,46.18
11127,2020-07-09,06:00,环水,62205800,孝感,27.98,6,0.16,,26.50,27.50,32.28
11128,2020-07-09,06:00,松滋河,61501200,沙道观,43.04,4,-0.19,1180,43.00,44.00,45.51
11129,2020-07-09,06:00,府河,62201400,隔蒲潭,27.78,5,0.07,257,29.50,30.50,33.57
11130,2020-07-09,06:00,藕池河,61502200,管家铺,37.77,5,0.17,2190,37.50,38.50,40.28
11131,2020-07-09,06:00,府澴河,62201800,卧龙潭,27.56,6,0.16,,26.50,27.00,31.19
11132,2020-07-09,06:00,藕池河,61501800,康家岗,37.81,5,0.18,101,37.50,38.50,40.44
11133,2020-07-09,06:00,富水,61607000,阳新,23.51,5,0.64,,20.00,21.50,23.69
11134,2020-07-09,06:00,虎渡河,61501500,弥陀寺,41.33,4,-0.06,527,42.00,43.00,44.90
11135,2020-07-09,06:00,滠水,61609400,黄陂,27.45,6,0.31,,25.00,26.00,29.31
11136,2020-07-09,06:00,长湖,61014500,长湖,33.44,5,0.09,,31.50,32.50,33.46
11137,2020-07-09,06:00,倒水,61610600,李家集,27.16,6,0.30,,26.30,28.00,30.76
11138,2020-07-09,06:00,洪湖,61018000,挖沟咀,26.51,5,0.22,,25.80,26.20,27.46
11139,2020-07-09,06:00,举水,61612400,柳子港,27.13,4,0.39,788,28.00,29.00,33.58
11140,2020-07-09,06:00,刁汊湖,62210820,余家咀,26.75,6,0.03,,25.00,25.70,--
11141,2020-07-09,06:00,巴水,61615600,马家潭,22.81,6,-2.35,889,--,--,--
11142,2020-07-09,06:00,斧头湖,61714000,三洲,23.96,5,0.36,,21.50,22.80,24.59
11143,2020-07-09,06:00,蕲水,61619600,西河驿,24.61,4,-1.57,1200,--,--,--
11144,2020-07-09,07:00,长江,60105400,寸滩,168.20,4,-1.20,18200,--,--,--
11145,2020-07-09,07:00,梁子湖,61602600,梁子镇,20.81,5,0.25,,19.00,20.50,21.49
11146,2020-07-09,07:00,长江,60803000,武隆,186.18,5,-3.68,8140,--,--,--
11147,2020-07-09,07:00,汉江,61801300,安康,237.20,6,0.02,1110,--,--,259.26
11148,2020-07-09,07:00,长江,60107300,宜昌,48.50,4,-0.86,29800,52.00,53.00,55.92
11149,2020-07-09,07:00,汉江,61801700,白河,173.90,4,0.26,1330,--,187.00,196.63
11150,2020-07-09,07:00,长江,60107400,枝城,45.20,4,-0.59,31000,48.00,49.00,50.75
11151,2020-07-09,07:00,汉江,61802800,黄家港,89.59,6,-0.03,1530,--,--,96.45
11152,2020-07-09,07:00,长江,60108300,沙市,41.31,4,-0.07,29800,42.00,43.00,45.22
11153,2020-07-09,07:00,汉江,61803400,襄阳,64.82,5,-0.01,,65.50,67.00,71.71
11154,2020-07-09,07:00,长江,60110500,监利,36.16,6,0.25,27000,34.50,35.50,38.31
11155,2020-07-09,07:00,汉江,61803500,宜城,52.04,4,0.24,,56.50,57.50,61.45
11156,2020-07-09,07:00,长江,60111200,莲花塘,33.68,5,0.34,,--,32.50,35.80
11157,2020-07-09,07:00,汉江,61804110,皇庄,42.53,6,-0.01,2010,47.00,48.00,52.30
11158,2020-07-09,07:00,长江,60111300,螺山,32.77,5,0.30,48600,31.00,32.00,34.95
11159,2020-07-09,07:00,汉江,61804210,沙洋,37.98,6,-0.04,,40.80,41.80,44.50
11160,2020-07-09,07:00,长江,60112200,汉口,27.90,5,0.35,54400,25.00,27.30,29.73
11161,2020-07-09,07:00,汉江,61804400,岳口,31.79,6,-0.01,,36.90,37.90,40.62
11162,2020-07-09,07:00,长江,60112900,黄石,24.69,6,0.26,,22.80,24.50,26.39
11163,2020-07-09,07:00,汉江,61804600,仙桃,30.48,4,0.03,2380,34.10,35.10,36.24
11164,2020-07-09,07:00,长江,60113205,码头镇,22.32,4,0.39,,20.50,21.50,24.04
11165,2020-07-09,07:00,汉江,61804710,汉川,29.13,5,0.18,,28.00,29.00,32.09
11166,2020-07-09,07:00,长江,60113400,九江,21.47,4,0.47,67100,19.50,20.00,23.03
11167,2020-07-09,07:00,汉江,61802700,丹江口水库,159.87,6,-0.02,1950(出),--,--,--
11168,2020-07-09,07:00,长江,60106980,三峡水库,149.59,5,0.68,27700(出),--,--,--
11169,2020-07-09,07:00,清江,61002791,水布垭,394.47,4,-0.39,1340(入)<br>2000(出),--,--,--
11170,2020-07-09,07:00,洞庭湖,61512000,城陵矶,33.81,5,0.36,23700,--,32.50,35.94
11171,2020-07-09,07:00,清江,61003101,隔河岩,193.26,4,-0.57,2400(入)<br>2790(出),--,--,--
11172,2020-07-09,07:00,鄱阳湖,62601600,湖口,21.01,4,0.56,1990,--,19.50,22.59
11173,2020-07-09,07:00,沮漳河,60908000,河溶,43.16,4,-0.26,285,47.50,48.50,50.49
11174,2020-07-09,07:00,湘江,61102000,湘潭,34.40,,0.38,,--,38.00,41.95
11175,2020-07-09,07:00,东荆河,62213000,潜江,33.06,6,-0.04,51.4,38.40,39.70,42.09
11176,2020-07-09,07:00,资水,61202100,桃江,36.22,5,1.20,2730,--,39.20,44.44
11177,2020-07-09,07:00,汉北河,62206900,天门,29.59,4,-0.17,313,28.30,29.30,31.35
11178,2020-07-09,07:00,沅水,61302800,桃源,42.83,5,4.55,13900,--,42.50,47.37
11179,2020-07-09,07:00,大富水,62209400,应城,28.76,4,-0.44,,27.50,29.00,33.01
11180,2020-07-09,07:00,澧水,61400900,石门,56.32,4,0.48,5630,--,58.50,62.66
11181,2020-07-09,07:00,环水,62205600,花园,32.35,6,-0.02,30.9,--,37.50,39.95
11182,2020-07-09,07:00,松滋河,61500300,新江口,43.18,4,-0.28,3330,43.00,44.00,46.18
11183,2020-07-09,07:00,环水,62205800,孝感,27.98,6,0.14,,26.50,27.50,32.28
11184,2020-07-09,07:00,松滋河,61501200,沙道观,43.00,4,-0.23,1170,43.00,44.00,45.51
11185,2020-07-09,07:00,府河,62201400,隔蒲潭,27.78,6,0.06,257,29.50,30.50,33.57
11186,2020-07-09,07:00,藕池河,61502200,管家铺,37.76,4,0.15,2190,37.50,38.50,40.28
11187,2020-07-09,07:00,府澴河,62201800,卧龙潭,27.56,6,0.15,,26.50,27.00,31.19
11188,2020-07-09,07:00,藕池河,61501800,康家岗,37.80,4,0.16,101,37.50,38.50,40.44
11189,2020-07-09,07:00,富水,61607000,阳新,23.51,6,0.59,,20.00,21.50,23.69
11190,2020-07-09,07:00,虎渡河,61501500,弥陀寺,41.29,4,-0.10,506,42.00,43.00,44.90
11191,2020-07-09,07:00,滠水,61609400,黄陂,27.46,6,0.30,,25.00,26.00,29.31
11192,2020-07-09,07:00,长湖,61014500,长湖,33.44,5,0.08,,31.50,32.50,33.46
11193,2020-07-09,07:00,倒水,61610600,李家集,27.09,4,0.18,,26.30,28.00,30.76
11194,2020-07-09,07:00,洪湖,61018000,挖沟咀,26.52,5,0.22,,25.80,26.20,27.46
11195,2020-07-09,07:00,举水,61612400,柳子港,27.11,6,0.31,782,28.00,29.00,33.58
11196,2020-07-09,07:00,刁汊湖,62210820,余家咀,26.75,6,0.04,,25.00,25.70,--
11197,2020-07-09,07:00,巴水,61615600,马家潭,25.27,4,0.03,1380,--,--,--
11198,2020-07-09,07:00,斧头湖,61714000,三洲,23.97,5,0.34,,21.50,22.80,24.59
11199,2020-07-09,07:00,蕲水,61619600,西河驿,24.55,4,-2.16,1170,--,--,--
11200,2020-07-09,08:00,长江,60105400,寸滩,168.08,4,-1.39,18000,--,--,--
11201,2020-07-09,08:00,梁子湖,61602600,梁子镇,20.82,5,0.24,,19.00,20.50,21.49
11202,2020-07-09,08:00,长江,60803000,武隆,186.26,5,-3.29,8190,--,--,--
11203,2020-07-09,08:00,汉江,61801300,安康,237.20,6,0.02,1110,--,--,259.26
11204,2020-07-09,08:00,长江,60107300,宜昌,48.50,6,-0.92,29800,52.00,53.00,55.92
11205,2020-07-09,08:00,汉江,61801700,白河,173.75,4,0.14,1190,--,187.00,196.63
11206,2020-07-09,08:00,长江,60107400,枝城,45.17,4,-0.62,31100,48.00,49.00,50.75
11207,2020-07-09,08:00,汉江,61802800,黄家港,89.59,6,-0.02,1530,--,--,96.45
11208,2020-07-09,08:00,长江,60108300,沙市,41.26,4,-0.14,29400,42.00,43.00,45.22
11209,2020-07-09,08:00,汉江,61803400,襄阳,64.83,5,0.00,,65.50,67.00,71.71
11210,2020-07-09,08:00,长江,60110500,监利,36.17,5,0.23,26900,34.50,35.50,38.31
11211,2020-07-09,08:00,汉江,61803500,宜城,51.98,4,0.17,,56.50,57.50,61.45
11212,2020-07-09,08:00,长江,60111200,莲花塘,33.68,6,0.35,,--,32.50,35.80
11213,2020-07-09,08:00,汉江,61804110,皇庄,42.54,5,-0.01,2020,47.00,48.00,52.30
11214,2020-07-09,08:00,长江,60111300,螺山,32.78,5,0.30,48600,31.00,32.00,34.95
11215,2020-07-09,08:00,汉江,61804210,沙洋,37.98,6,-0.04,,40.80,41.80,44.50
11216,2020-07-09,08:00,长江,60112200,汉口,27.90,6,0.33,54400,25.00,27.30,29.73
11217,2020-07-09,08:00,汉江,61804400,岳口,31.79,6,-0.03,,36.90,37.90,40.62
11218,2020-07-09,08:00,长江,60112900,黄石,24.67,4,0.20,,22.80,24.50,26.39
11219,2020-07-09,08:00,汉江,61804600,仙桃,30.47,4,0.04,2380,34.10,35.10,36.24
11220,2020-07-09,08:00,长江,60113205,码头镇,22.37,5,0.47,,20.50,21.50,24.04
11221,2020-07-09,08:00,汉江,61804710,汉川,29.13,6,0.17,,28.00,29.00,32.09
11222,2020-07-09,08:00,长江,60113400,九江,21.52,5,0.51,67400,19.50,20.00,23.03
11223,2020-07-09,08:00,汉江,61802700,丹江口水库,159.87,6,-0.01,2330(入)<br>1950(出),--,--,--
11224,2020-07-09,08:00,长江,60106980,三峡水库,149.62,5,0.72,30000(入)<br>27700(出),--,--,--
11225,2020-07-09,08:00,清江,61002791,水布垭,394.44,4,-0.47,1330(入)<br>2000(出),--,--,--
11226,2020-07-09,08:00,洞庭湖,61512000,城陵矶,33.83,5,0.38,24000,--,32.50,35.94
11227,2020-07-09,08:00,清江,61003101,隔河岩,193.24,4,-0.56,2440(入)<br>2790(出),--,--,--
11228,2020-07-09,08:00,鄱阳湖,62601600,湖口,21.06,5,0.57,2020,--,19.50,22.59
11229,2020-07-09,08:00,沮漳河,60908000,河溶,43.14,4,-0.27,283,47.50,48.50,50.49
11230,2020-07-09,08:00,湘江,61102000,湘潭,34.43,5,0.41,720,--,38.00,41.95
11231,2020-07-09,08:00,东荆河,62213000,潜江,33.06,6,-0.03,51.4,38.40,39.70,42.09
11232,2020-07-09,08:00,资水,61202100,桃江,36.23,6,1.18,2850,--,39.20,44.44
11233,2020-07-09,08:00,汉北河,62206900,天门,29.57,4,-0.20,337,28.30,29.30,31.35
11234,2020-07-09,08:00,沅水,61302800,桃源,42.93,5,4.57,16700,--,42.50,47.37
11235,2020-07-09,08:00,大富水,62209400,应城,28.75,4,-0.43,172,27.50,29.00,33.01
11236,2020-07-09,08:00,澧水,61400900,石门,56.09,4,0.08,5280,--,58.50,62.66
11237,2020-07-09,08:00,环水,62205600,花园,32.35,6,-0.02,30.9,--,37.50,39.95
11238,2020-07-09,08:00,松滋河,61500300,新江口,43.15,4,-0.31,3310,43.00,44.00,46.18
11239,2020-07-09,08:00,环水,62205800,孝感,27.98,6,0.14,,26.50,27.50,32.28
11240,2020-07-09,08:00,松滋河,61501200,沙道观,42.96,4,-0.27,1170,43.00,44.00,45.51
11241,2020-07-09,08:00,府河,62201400,隔蒲潭,27.78,6,0.06,257,29.50,30.50,33.57
11242,2020-07-09,08:00,藕池河,61502200,管家铺,37.76,6,0.14,2190,37.50,38.50,40.28
11243,2020-07-09,08:00,府澴河,62201800,卧龙潭,27.57,5,0.16,,26.50,27.00,31.19
11244,2020-07-09,08:00,藕池河,61501800,康家岗,37.81,5,0.16,101,37.50,38.50,40.44
11245,2020-07-09,08:00,富水,61607000,阳新,23.52,5,0.56,,20.00,21.50,23.69
11246,2020-07-09,08:00,虎渡河,61501500,弥陀寺,41.25,4,-0.14,494,42.00,43.00,44.90
11247,2020-07-09,08:00,滠水,61609400,黄陂,27.46,6,0.28,,25.00,26.00,29.31
11248,2020-07-09,08:00,长湖,61014500,长湖,33.44,5,0.08,,31.50,32.50,33.46
11249,2020-07-09,08:00,倒水,61610600,李家集,27.15,6,0.27,,26.30,28.00,30.76
11250,2020-07-09,08:00,洪湖,61018000,挖沟咀,26.53,5,0.22,,25.80,26.20,27.46
11251,2020-07-09,08:00,举水,61612400,柳子港,27.09,6,0.21,776,28.00,29.00,33.58
11252,2020-07-09,08:00,刁汊湖,62210820,余家咀,26.75,6,0.05,,25.00,25.70,--
11253,2020-07-09,08:00,巴水,61615600,马家潭,25.27,6,-0.07,1380,--,--,--
11254,2020-07-09,08:00,斧头湖,61714000,三洲,23.97,6,0.32,,21.50,22.80,24.59
11255,2020-07-09,08:00,蕲水,61619600,西河驿,24.50,4,-2.67,1150,--,--,--
11256,2020-07-09,09:00,长江,60105400,寸滩,168.01,4,-1.52,17800,--,--,--
11257,2020-07-09,09:00,梁子湖,61602600,梁子镇,20.82,6,0.24,,19.00,20.50,21.49
11258,2020-07-09,09:00,长江,60803000,武隆,186.06,4,-3.23,8070,--,--,--
11259,2020-07-09,09:00,汉江,61801300,安康,237.20,6,0.01,1110,--,--,259.26
11260,2020-07-09,09:00,长江,60107300,宜昌,48.58,5,-0.85,29300,52.00,53.00,55.92
11261,2020-07-09,09:00,汉江,61801700,白河,173.74,4,0.35,1120,--,187.00,196.63
11262,2020-07-09,09:00,长江,60107400,枝城,45.14,4,-0.66,31000,48.00,49.00,50.75
11263,2020-07-09,09:00,汉江,61802800,黄家港,89.59,6,-0.02,1530,--,--,96.45
11264,2020-07-09,09:00,长江,60108300,沙市,41.24,4,-0.15,29200,42.00,43.00,45.22
11265,2020-07-09,09:00,汉江,61803400,襄阳,64.84,5,0.01,,65.50,67.00,71.71
11266,2020-07-09,09:00,长江,60110500,监利,36.17,6,0.22,26800,34.50,35.50,38.31
11267,2020-07-09,09:00,汉江,61803500,宜城,51.94,4,0.12,,56.50,57.50,61.45
11268,2020-07-09,09:00,长江,60111200,莲花塘,33.63,4,0.25,,--,32.50,35.80
11269,2020-07-09,09:00,汉江,61804110,皇庄,42.56,5,0.01,2040,47.00,48.00,52.30
